CONCURSO,R1,R2,R3,R4,R5,R6,R7,BOLSA,FECHA
1419,3,18,23,27,34,37,44,43000000,11/7/01
1418,4,20,22,32,33,42,17,36000000,8/7/01
1417,2,10,13,18,29,36,15,29000000,4/7/01
1416,11,18,27,30,34,40,21,24000000,1/7/01
1415,3,12,13,19,27,38,23,20000000,27/06/2001
1414,7,12,13,14,15,35,19,16000000,24/06/2001
1413,7,8,15,16,18,43,36,12000000,20/06/2001
1412,6,14,17,32,38,42,10,9000000,17/06/2001
1411,9,13,26,30,32,44,19,7000000,13/06/2001
1410,2,9,18,20,38,43,16,6000000,10/6/01
1409,3,16,17,33,35,40,37,37000000,6/6/01
1408,10,13,26,30,34,42,27,32000000,3/6/01
1407,2,7,13,23,34,37,27,26500000,30/05/2001
1406,4,5,6,18,33,36,25,23000000,27/05/2001
1405,2,17,19,21,33,35,28,19000000,23/05/2001
1404,3,19,26,30,39,43,22,16000000,20/05/2001
1403,3,9,19,23,32,39,8,13000000,16/05/2001
1402,28,30,36,39,41,43,27,10000000,13/05/2001
1401,10,22,24,25,37,43,31,8000000,9/5/01
1400,1,7,13,14,27,35,34,7000000,6/5/01
1399,9,12,13,34,35,41,1,6000000,2/5/01
1398,3,7,15,22,34,42,33,6000000,29/04/2001
1397,3,15,21,28,36,37,7,8000000,25/04/2001
1396,6,10,20,22,23,24,15,7000000,22/04/2001
1395,1,5,19,31,34,39,27,6000000,18/04/2001
1394,6,15,18,22,25,32,9,7000000,15/04/2001
1393,1,4,8,9,35,44,24,6000000,11/4/01
1392,3,6,9,12,24,26,34,52000000,8/4/01
1391,5,14,15,18,33,36,2,42000000,4/4/01
1390,9,12,16,20,25,26,43,37000000,1/4/01
1389,12,17,24,28,35,39,16,33000000,28/03/2001
1388,3,12,13,26,32,41,10,30000000,25/03/2001
1387,10,33,37,40,42,43,44,26000000,21/03/2001
1386,1,5,8,15,31,32,14,23000000,18/03/2001
1385,2,3,8,14,31,39,9,20000000,14/03/2001
1384,10,21,24,25,37,41,12,17000000,11/3/01
1383,11,18,28,30,31,34,15,14000000,7/3/01
1382,3,5,6,13,37,42,38,12000000,4/3/01
1381,4,10,16,18,20,37,3,10000000,28/02/2001
1380,7,11,31,35,38,40,41,8000000,25/02/2001
1379,18,20,28,31,38,44,40,7000000,21/02/2001
1378,6,23,25,26,30,36,31,6000000,18/02/2001
1377,6,8,9,26,37,43,23,24000000,14/02/2001
1376,6,7,19,25,30,33,44,21000000,11/2/01
1375,1,6,10,31,37,38,4,18000000,7/2/01
1374,10,14,17,28,33,35,18,15000000,4/2/01
1373,7,14,25,36,41,43,1,12000000,31/01/2001
1372,6,9,15,18,24,25,1,10000000,28/01/2001
1371,8,9,24,27,35,42,31,8000000,24/01/2001
1370,13,14,17,28,30,31,2,7000000,21/01/2001
1369,13,14,16,20,37,41,34,6000000,17/01/2001
1368,18,22,26,30,33,34,37,29000000,14/01/2001
1367,5,7,25,26,30,39,24,25000000,10/1/01
1366,2,3,15,26,34,42,9,21000000,7/1/01
1365,4,24,26,28,38,42,44,19000000,3/1/01
1364,8,15,17,28,30,42,37,16000000,31/12/2000
1363,1,9,23,25,32,44,17,13000000,27/12/2000
1362,2,11,14,21,29,30,1,11000000,24/12/2000
1361,2,3,7,31,32,38,36,9000000,20/12/2000
1360,3,15,25,30,36,39,34,8000000,17/12/2000
1359,8,24,29,32,33,44,18,7000000,13/12/2000
1358,21,24,26,34,38,44,39,6000000,10/12/00
1357,1,4,11,13,16,20,36,8000000,6/12/00
1356,5,17,23,25,38,40,20,7000000,3/12/00
1355,5,18,25,36,42,44,3,6000000,29/11/2000
1354,12,14,17,28,31,34,32,9000000,26/11/2000
1353,4,11,18,22,28,30,21,8000000,22/11/2000
1352,18,21,25,28,33,35,30,7000000,19/11/2000
1351,13,32,33,36,39,40,15,6000000,15/11/2000
1350,6,17,22,25,29,40,27,36000000,12/11/00
1349,2,5,13,16,19,38,34,31000000,8/11/00
1348,3,5,6,12,27,43,41,27000000,5/11/00
1347,2,13,19,24,30,37,39,25000000,1/11/00
1346,6,16,21,26,33,37,34,21000000,29/10/2000
1345,8,12,16,21,34,44,6,19000000,25/10/2000
1344,13,27,29,30,37,43,22,16000000,22/10/2000
1343,2,18,23,26,29,32,10,14000000,18/10/2000
1342,18,19,22,35,36,43,3,13000000,15/10/2000
1341,2,3,8,12,17,23,28,10000000,11/10/00
1340,1,3,7,15,29,42,30,8000000,8/10/00
1339,6,7,13,27,32,40,35,6000000,4/10/00
1338,5,13,15,20,30,44,14,6000000,1/10/00
1337,9,15,31,36,39,43,6,38000000,27/09/2000
1336,5,8,9,14,42,44,36,33000000,24/09/2000
1335,3,6,27,32,38,40,14,28000000,20/09/2000
1334,7,10,20,22,26,40,41,25000000,17/09/2000
1333,16,17,20,28,29,43,22,21000000,13/09/2000
1332,14,15,17,38,40,43,1,18000000,10/9/00
1331,5,12,18,23,26,39,13,15000000,6/9/00
1330,6,11,12,22,29,44,1,12000000,3/9/00
1329,3,11,14,26,31,32,8,10000000,30/08/2000
1328,5,11,21,30,31,32,39,80000000,27/08/2000
1327,2,8,28,31,34,39,17,7000000,23/08/2000
1326,1,8,14,17,18,22,2,6000000,20/08/2000
1325,3,15,33,35,40,42,20,15000000,16/08/2000
1324,14,20,25,26,30,41,18,12000000,13/08/2000
1323,1,7,8,14,25,44,19,10000000,9/8/00
1322,3,13,16,18,22,34,21,8000000,6/8/00
1321,9,16,18,28,30,36,2,7000000,2/8/00
1320,1,12,14,15,34,43,5,6000000,30/07/2000
1319,2,4,6,32,39,40,18,44000000,26/07/2000
1318,6,7,15,17,21,24,1,39000000,23/07/2000
1317,7,16,24,28,31,33,18,34000000,19/07/2000
1316,4,22,34,38,42,44,23,30000000,16/07/2000
1315,6,17,19,23,25,43,32,26000000,12/7/00
1314,8,11,13,26,37,41,6,23000000,9/7/00
1313,2,14,28,40,41,43,17,20000000,5/7/00
1312,2,6,17,25,34,39,7,18000000,2/7/00
1311,4,8,17,19,27,39,1,15000000,28/06/2000
1310,11,13,15,21,25,30,31,13000000,25/06/2000
1309,3,6,14,21,27,36,33,11000000,21/06/2000
1308,4,15,17,19,21,33,40,9000000,18/06/2000
1307,23,25,32,33,37,38,20,7000000,14/06/2000
1306,5,16,32,34,42,44,9,6000000,11/6/00
1305,1,3,8,11,15,44,36,23000000,7/6/00
1304,1,15,16,25,29,31,23,20000000,4/6/00
1303,8,10,15,16,31,35,4,17000000,31/05/2000
1302,1,7,12,13,22,39,28,15000000,28/05/2000
1301,1,5,18,25,32,37,26,12000000,24/05/2000
1300,2,3,12,25,35,43,34,10000000,21/05/2000
1299,2,11,17,24,25,26,12,8000000,17/05/2000
1298,5,21,25,27,30,39,3,7000000,14/05/2000
1297,6,9,14,22,24,29,4,6000000,10/5/00
1296,7,21,25,33,34,37,41,31000000,7/5/00
1295,1,4,5,10,12,42,35,27000000,3/5/00
1294,4,6,7,33,38,39,43,24000000,30/04/2000
1293,11,20,30,31,32,44,37,20000000,26/04/2000
1292,6,13,16,19,20,32,37,18000000,23/04/2000
1291,6,8,20,23,24,25,33,16000000,19/04/2000
1290,1,9,12,29,39,42,36,14000000,16/04/2000
1289,22,25,26,31,32,41,40,12000000,12/4/00
1288,5,7,13,16,31,32,2,10000000,9/4/00
1287,3,18,23,33,40,42,10,8000000,5/4/00
1286,6,11,15,37,40,42,16,7000000,2/4/00
1285,7,10,16,22,37,39,40,6000000,29/03/2000
1284,17,23,26,29,35,42,20,13000000,26/03/2000
1283,3,27,34,35,37,38,24,11000000,22/03/2000
1282,7,14,30,33,39,43,3,10000000,19/03/2000
1281,4,5,17,35,40,41,25,8000000,15/03/2000
1280,21,22,24,29,39,44,7,6000000,12/3/00
1279,5,7,17,27,29,34,10,18000000,8/3/00
1278,5,7,16,21,36,42,39,15000000,5/3/00
1277,9,11,17,20,28,39,38,13000000,1/3/00
1276,1,4,24,28,35,40,12,11000000,27/02/2000
1275,10,25,27,34,35,42,3,9000000,23/02/2000
1274,19,20,26,27,30,39,23,7000000,20/02/2000
1273,5,16,18,22,26,27,37,6000000,16/02/2000
1272,16,21,23,30,38,42,28,6000000,13/02/2000
1271,1,10,18,25,40,44,29,37000000,9/2/00
1270,5,10,14,25,34,41,42,33000000,6/2/00
1269,1,4,10,13,26,29,34,30000000,2/2/00
1268,2,6,7,18,25,29,26,26000000,30/01/2000
1267,3,11,30,31,37,40,15,23000000,26/01/2000
1266,16,21,23,25,34,37,27,19000000,23/01/2000
1265,16,28,30,31,34,44,27,17000000,19/01/2000
1264,14,23,29,35,36,38,39,15000000,16/01/2000
1263,18,23,25,36,37,43,9,6000000,12/1/00
1262,7,14,24,33,38,39,35,11000000,9/1/00
1261,6,14,34,36,37,44,35,9000000,5/1/00
1260,11,22,28,34,41,43,38,7000000,2/1/00
1259,6,7,19,29,39,40,10,6000000,29/12/1999
1258,1,11,14,28,40,43,5,9000000,26/12/1999
1257,6,10,18,31,34,38,37,8000000,22/12/1999
1256,3,6,7,9,10,14,13,6000000,19/12/1999
1255,7,9,10,12,19,25,38,30000000,15/12/1999
1254,4,7,18,21,34,38,8,26000000,12/12/99
1253,5,10,17,26,38,42,8,22000000,8/12/99
1252,4,5,18,37,38,39,29,20000000,5/12/99
1251,9,12,25,32,35,44,28,18000000,1/12/99
1250,6,20,25,29,37,41,14,15000000,28/11/1999
1249,3,7,10,18,25,39,35,13000000,24/11/1999
1248,9,15,19,23,24,30,25,11000000,21/11/1999
1247,7,12,19,20,41,44,36,10000000,17/11/1999
1246,10,12,23,31,37,42,13,8000000,14/11/1999
1245,9,20,24,27,31,35,44,6000000,10/11/99
1244,1,4,7,15,35,40,8,28000000,7/11/99
1243,3,15,25,34,36,41,1,25000000,3/11/99
1242,4,10,15,20,21,30,27,22000000,31/10/1999
1241,7,25,28,30,38,40,3,18000000,27/10/1999
1240,10,15,20,22,25,40,16,15000000,24/10/1999
1239,7,9,24,28,38,43,3,13000000,20/10/1999
1238,2,11,23,27,38,42,19,11000000,17/10/1999
1237,2,3,19,32,37,40,27,9000000,13/10/1999
1236,3,23,26,39,40,43,28,8000000,10/10/99
1235,8,10,12,26,33,36,23,6000000,6/10/99
1234,5,8,13,19,30,35,37,38000000,3/10/99
1233,3,6,29,32,33,34,21,34000000,29/09/1999
1232,10,12,23,25,30,34,21,30000000,26/09/1999
1231,1,28,33,36,40,44,43,27000000,22/09/1999
1230,4,9,16,22,40,43,1,24000000,19/09/1999
1229,4,11,17,21,31,42,6,21000000,15/09/1999
1228,5,12,13,29,35,43,30,18000000,12/9/99
1227,7,23,26,28,31,35,41,16000000,8/9/99
1226,12,22,26,31,36,39,38,14000000,5/9/99
1225,3,6,8,16,17,37,25,12000000,1/9/99
1224,3,7,10,11,21,24,17,10000000,29/08/1999
1223,4,10,25,26,27,39,14,8000000,25/08/1999
1222,1,8,9,13,32,36,34,6000000,22/08/1999
1221,2,6,10,13,20,37,15,28000000,18/08/1999
1220,9,15,16,17,28,43,11,25000000,15/08/1999
1219,13,14,15,30,36,41,26,22000000,11/8/99
1218,1,5,10,15,16,22,4,18000000,8/8/99
1217,8,9,22,27,28,31,15,15000000,4/8/99
1216,4,15,21,30,34,38,33,14000000,1/8/99
1215,1,7,26,33,38,40,31,12000000,28/07/1999
1214,10,12,15,22,43,44,1,10000000,25/07/1999
1213,7,27,29,30,36,42,13,8000000,21/07/1999
1212,4,10,15,18,20,27,40,6000000,18/07/1999
1211,2,6,8,15,30,39,34,6000000,14/07/1999
1210,7,9,11,24,35,43,13,31000000,11/7/99
1209,3,13,21,26,33,35,34,28000000,7/7/99
1208,2,20,25,28,30,38,5,25000000,4/7/99
1207,8,10,13,24,39,40,44,23000000,30/06/1999
1206,2,4,10,18,30,40,23,20000000,27/06/1999
1205,6,13,14,31,34,41,3,17000000,23/06/1999
1204,17,18,23,27,29,40,6,15000000,20/06/1999
1203,2,27,32,40,41,43,11,13000000,16/06/1999
1202,12,18,24,30,35,44,6,11000000,13/06/1999
1201,3,8,11,22,28,42,24,9000000,9/6/99
1200,1,25,27,29,38,40,19,8000000,6/6/99
1199,9,16,25,36,41,42,40,6000000,2/6/99
1198,1,2,19,20,36,41,39,9000000,30/05/1999
1197,9,10,17,28,38,39,35,8000000,26/05/1999
1196,12,20,23,36,40,44,26,7000000,23/05/1999
1195,8,12,18,35,39,40,27,6000000,19/05/1999
1194,4,9,15,24,32,42,26,9000000,16/05/1999
1193,16,18,21,34,35,44,17,8000000,12/5/99
1192,11,13,18,28,39,44,37,6000000,9/5/99
1191,3,7,15,25,32,33,22,10000000,5/5/99
1190,7,12,16,17,42,43,34,9000000,2/5/99
1189,5,12,15,36,37,38,31,8000000,28/04/1999
1188,4,10,14,16,26,35,37,6000000,25/04/1999
1187,2,8,20,32,38,42,19,20000000,21/04/1999
1186,8,9,10,17,37,39,33,16000000,18/04/1999
1185,5,15,34,39,40,42,7,13000000,14/04/1999
1184,8,13,24,29,30,32,2,11000000,11/4/99
1183,10,25,26,34,36,44,37,9000000,7/4/99
1182,1,3,6,7,37,44,35,8000000,4/4/99
1181,2,5,13,16,24,40,7,6000000,31/03/1999
1180,5,8,13,14,28,44,21,13000000,28/03/1999
1179,2,17,21,25,31,44,14,12000000,24/03/1999
1178,7,25,29,32,38,41,28,10000000,21/03/1999
1177,8,11,25,39,40,41,28,8000000,17/03/1999
1176,2,12,19,24,38,43,42,6000000,14/03/1999
1175,10,14,20,32,33,44,23,21000000,10/3/99
1174,6,14,25,27,40,42,18,18000000,7/3/99
1173,14,18,26,29,32,33,12,16000000,3/3/99
1172,18,20,32,33,36,38,2,14000000,28/02/1999
1171,2,12,18,23,27,43,40,13000000,24/02/1999
1170,5,14,21,33,34,38,37,11000000,21/02/1999
1169,4,7,9,19,32,36,44,9000000,17/02/1999
1168,13,21,32,33,35,40,8,8000000,14/02/1999
1167,1,3,10,16,32,43,8,6000000,10/2/99
1166,2,15,18,23,38,42,37,8000000,7/2/99
1165,3,5,18,27,38,44,13,6000000,3/2/99
1164,3,6,17,28,33,42,39,10000000,31/01/1999
1163,5,10,26,27,30,37,42,8000000,27/01/1999
1162,20,23,35,37,38,44,39,6000000,24/01/1999
1161,3,10,15,18,33,41,43,14000000,20/01/1999
1160,8,19,30,34,41,44,22,12000000,17/01/1999
1159,1,5,22,31,33,44,36,10000000,13/01/1999
1158,7,23,27,39,42,44,17,8000000,10/1/99
1157,7,28,35,36,39,42,31,6000000,6/1/99
1156,2,8,9,24,38,39,34,10000000,3/1/99
1155,10,21,24,31,38,42,9,8000000,30/12/1998
1154,1,2,25,37,38,44,21,6000000,27/12/1998
1153,2,6,14,20,38,41,9,46000000,23/12/1998
1152,5,19,23,24,26,40,43,42000000,20/12/1998
1151,15,18,20,25,31,32,13,38000000,16/12/1998
1150,17,20,26,35,43,44,6,34000000,13/12/1998
1149,9,12,29,39,42,43,13,31000000,9/12/98
1148,24,26,27,29,31,36,20,28000000,6/12/98
1147,2,4,10,26,27,41,22,25000000,2/12/98
1146,8,16,22,34,36,41,6,22000000,29/11/1998
1145,6,9,19,29,32,37,43,19000000,25/11/1998
1144,17,26,31,34,42,44,7,16000000,22/11/1998
1143,6,11,27,37,40,43,31,13000000,18/11/1998
1142,2,4,5,10,22,23,39,10000000,15/11/1998
1141,5,11,14,38,40,41,27,8000000,11/11/98
1140,5,16,25,31,32,41,15,6000000,8/11/98
1139,8,12,24,25,28,31,19,19000000,4/11/98
1138,3,4,13,29,38,40,43,16000000,1/11/98
1137,3,14,15,18,29,35,27,13000000,28/10/1998
1136,2,13,24,26,28,36,31,10000000,25/10/1998
1135,6,17,23,30,41,44,31,8000000,21/10/1998
1134,4,6,10,15,20,42,37,6000000,18/10/1998
1133,6,9,17,31,34,43,27,13000000,14/10/1998
1132,11,19,20,37,40,44,14,10000000,11/10/98
1131,7,10,27,32,33,42,35,8000000,7/10/98
1130,1,11,19,36,41,43,34,6000000,4/10/98
1129,9,18,20,23,25,41,24,8000000,30/09/1998
1128,1,8,21,26,27,42,17,6000000,27/09/1998
1127,5,7,11,14,25,30,12,18000000,23/09/1998
1126,3,7,20,28,30,36,44,16000000,20/09/1998
1125,8,35,37,40,42,44,21,14000000,16/09/1998
1124,1,11,16,18,26,33,14,12000000,13/09/1998
1123,3,7,13,15,24,25,34,10000000,9/9/98
1122,19,24,35,38,40,41,14,8000000,6/9/98
1121,1,3,15,16,36,44,9,6000000,2/9/98
1120,10,12,17,19,24,26,32,8000000,30/08/1998
1119,3,5,23,26,27,40,33,6000000,26/08/1998
1118,15,23,27,32,33,41,39,42000000,23/08/1998
1117,13,14,19,28,31,40,20,35000000,19/08/1998
1116,24,31,32,33,34,37,13,30000000,16/08/1998
1115,7,13,27,31,38,39,37,26000000,12/8/98
1114,16,18,20,29,38,42,6,22000000,9/8/98
1113,4,10,25,31,37,41,20,18000000,5/8/98
1112,2,5,11,21,23,27,32,16000000,2/8/98
1111,20,25,27,29,37,44,24,14000000,29/07/1998
1110,2,6,18,26,41,44,19,12000000,26/07/1998
1109,5,12,13,22,38,42,9,10000000,22/07/1998
1108,13,19,22,27,29,33,40,8000000,19/07/1998
1107,13,18,24,27,31,44,36,6000000,15/07/1998
1106,3,10,24,29,37,41,40,20000000,12/7/98
1105,6,23,29,37,40,44,25,18000000,8/7/98
1104,9,12,21,24,26,37,1,16000000,5/7/98
1103,1,27,36,37,43,44,18,14000000,1/7/98
1102,1,23,24,29,30,32,40,12000000,28/06/1998
1101,3,4,24,33,39,42,43,10000000,24/06/1998
1100,3,9,13,34,35,44,7,8000000,21/06/1998
1099,5,6,11,21,26,37,7,6000000,17/06/1998
1098,3,11,16,19,23,40,2,12000000,14/06/1998
1097,2,15,24,37,40,42,43,10000000,10/6/98
1096,1,18,20,22,25,43,9,8000000,7/6/98
1095,5,6,9,19,28,42,44,6000000,3/6/98
1094,7,14,17,25,27,38,18,10000000,31/05/1998
1093,1,8,18,19,24,31,32,8000000,27/05/1998
1092,1,5,9,14,19,44,41,6000000,24/05/1998
1091,1,10,25,33,40,44,37,16000000,20/05/1998
1090,6,10,15,17,24,32,21,14000000,17/05/1998
1089,1,4,10,16,18,39,40,12000000,13/05/1998
1088,3,18,19,29,30,41,20,10000000,10/5/98
1087,5,7,16,18,29,34,11,8000000,6/5/98
1086,1,5,6,13,15,17,22,6000000,3/5/98
1085,3,8,10,11,27,42,4,50000000,29/04/1998
1084,1,9,19,28,40,42,37,40000000,26/04/1998
1083,3,11,21,25,33,35,4,32000000,22/04/1998
1082,1,2,7,11,20,39,6,27000000,19/04/1998
1081,1,3,8,27,34,44,21,23000000,15/04/1998
1080,9,22,24,25,30,31,39,20000000,12/4/98
1079,1,5,11,13,16,28,29,18000000,8/4/98
1078,3,5,22,29,35,38,6,16000000,5/4/98
1077,1,7,20,29,37,40,21,14000000,1/4/98
1076,2,9,12,16,27,29,7,12000000,29/03/1998
1075,6,7,9,13,31,44,27,10000000,25/03/1998
1074,18,21,23,28,39,41,22,8000000,22/03/1998
1073,1,18,29,32,34,39,33,6000000,18/03/1998
1072,2,8,12,21,34,43,13,19000000,15/03/1998
1071,8,10,28,30,33,43,6,16000000,11/3/98
1070,1,14,20,34,37,41,7,14000000,8/3/98
1069,9,12,26,32,39,42,1,12000000,4/3/98
1068,13,14,16,21,27,36,26,10000000,1/3/98
1067,15,23,41,42,43,44,21,8000000,25/02/1998
1066,5,6,7,8,33,39,3,6000000,22/02/1998
1065,18,20,23,24,28,35,44,21000000,18/02/1998
1064,2,11,23,25,32,34,36,17000000,15/02/1998
1063,2,19,27,36,41,43,6,14000000,11/2/98
1062,9,18,19,25,29,33,32,12000000,8/2/98
1061,12,20,21,27,39,42,8,10000000,4/2/98
1060,9,20,33,37,39,41,28,8000000,1/2/98
1059,7,9,10,19,22,30,11,6000000,28/01/1998
1058,4,7,14,39,40,42,24,4000000,25/01/1998
1057,4,12,13,27,37,44,1,10000000,21/01/1998
1056,17,24,27,29,33,35,22,8000000,18/01/1998
1055,16,22,31,33,34,36,2,6000000,14/01/1998
1054,6,12,13,24,28,38,43,4000000,11/1/98
1053,2,3,6,14,18,43,22,17000000,7/1/98
1052,3,7,10,12,30,34,41,14000000,4/1/98
1051,2,11,25,31,32,33,4,12000000,31/12/1997
1050,9,17,34,35,36,43,40,10000000,28/12/1997
1049,8,11,22,32,42,43,17,8000000,24/12/1997
1048,1,2,6,24,27,30,43,6000000,21/12/1997
1047,11,12,23,30,40,42,26,4000000,17/12/1997
1046,2,11,24,27,29,40,16,6000000,14/12/1997
1045,9,36,37,41,42,44,25,4000000,10/12/97
1044,7,15,17,19,33,37,23,10000000,7/12/97
1043,1,18,20,24,30,32,15,8000000,3/12/97
1042,3,8,17,32,36,43,7,6000000,30/11/1997
1041,9,10,12,17,28,38,3,4000000,26/11/1997
1040,9,13,17,21,33,37,15,13000000,23/11/1997
1039,7,9,12,20,22,41,18,10000000,19/11/1997
1038,8,13,15,26,32,42,20,8000000,16/11/1997
1037,2,7,18,27,37,43,5,7000000,12/11/97
1036,2,6,17,18,28,44,34,4000000,9/11/97
1035,6,12,21,24,31,40,38,8000000,5/11/97
1034,1,12,19,24,25,35,9,6000000,2/11/97
1033,4,18,31,37,41,43,40,4000000,29/10/1997
1032,6,13,14,17,31,42,29,4000000,26/10/1997
1031,5,8,22,31,38,44,30,4000000,22/10/1997
1030,18,29,37,39,42,44,5,45000000,22/10/1997
1029,8,14,15,36,37,38,29,37000000,15/10/1997
1028,9,21,27,28,30,37,18,28000000,12/10/97
1027,11,13,25,35,40,43,9,23000000,8/10/97
1026,4,6,10,17,33,38,39,19000000,5/10/97
1025,1,5,14,19,30,31,41,17000000,1/10/97
1024,1,4,27,29,30,35,40,15000000,28/09/1997
1023,2,14,17,20,25,26,30,12000000,24/09/1997
1022,9,16,28,30,32,34,10,10000000,21/09/1997
1021,11,19,24,27,32,41,28,8000000,17/09/1997
1020,1,17,19,26,36,38,21,6000000,14/09/1997
1019,14,27,30,31,35,37,24,4000000,10/9/97
1018,3,23,34,37,40,41,17,10000000,7/9/97
1017,1,8,17,32,43,44,31,8000000,3/9/97
1016,5,11,25,28,43,44,31,6000000,31/08/1997
1015,2,14,29,34,37,41,23,4000000,27/08/1997
1014,5,7,10,27,30,44,40,10000000,24/08/1997
1013,12,17,32,33,38,40,5,8000000,20/08/1997
1012,8,25,33,34,36,43,2,6000000,17/08/1997
1011,2,16,26,36,37,39,22,4000000,13/08/1997
1010,3,17,20,28,38,41,25,21000000,10/8/97
1009,7,8,29,30,32,33,4,17000000,6/8/97
1008,14,24,28,32,35,36,15,13000000,3/8/97
1007,9,17,18,26,27,38,33,10000000,30/07/1997
1006,11,12,17,18,35,37,1,7000000,27/07/1997
1005,19,28,35,36,37,38,4,5000000,23/07/1997
1004,7,8,10,31,39,41,35,4000000,20/07/1997
1003,3,4,12,19,32,33,40,9000000,16/07/1997
1002,3,13,16,20,33,41,37,6000000,13/07/1997
1001,2,7,10,16,21,36,19,4000000,9/7/97
1000,2,7,12,13,20,29,21,8000000,6/7/97
999,14,18,20,24,26,36,2,6000000,2/7/97
998,4,10,14,26,31,40,5,4000000,29/06/1997
997,3,11,17,20,26,35,37,6000000,25/06/1997
996,12,14,31,40,43,44,7,4000000,22/06/1997
995,4,7,8,13,31,41,19,8000000,18/06/1997
994,2,7,16,22,23,34,28,6000000,15/06/1997
993,9,16,22,27,30,42,13,4000000,11/6/97
992,2,6,8,9,14,29,30,6000000,8/6/97
991,8,24,30,35,37,44,31,4000000,4/6/97
990,3,5,9,13,23,33,20,15000000,1/6/97
989,1,8,11,25,27,36,26,12000000,28/05/1997
988,4,19,23,24,32,39,42,10000000,25/05/1997
987,8,9,22,31,39,40,6,8000000,21/05/1997
986,3,11,15,19,28,37,4,6000000,18/05/1997
985,7,20,29,32,33,41,43,4000000,14/05/1997
984,13,17,18,32,35,38,19,7000000,11/5/97
983,9,10,19,20,28,32,39,4000000,7/5/97
982,2,16,18,24,39,41,30,6000000,4/5/97
981,6,13,16,30,31,36,9,4000000,30/04/1997
980,5,12,15,18,37,41,17,6000000,27/04/1997
979,2,17,26,28,39,44,12,4000000,23/04/1997
978,4,5,7,10,28,44,32,9000000,20/04/1997
977,13,15,21,26,33,34,24,6000000,16/04/1997
976,2,4,14,24,30,38,40,4000000,13/04/1997
975,2,5,10,15,23,37,13,4000000,9/4/97
974,6,14,18,23,31,35,8,25000000,6/4/97
973,8,13,17,21,28,31,3,20000000,2/4/97
972,26,29,33,34,39,42,16,18000000,30/03/1997
971,13,19,23,31,38,43,9,15000000,26/03/1997
970,13,19,23,29,30,44,25,10000000,23/03/1997
969,12,18,23,29,33,36,10,7000000,19/03/1997
968,9,20,24,34,37,40,5,4000000,16/03/1997
967,13,14,21,34,38,39,32,6000000,12/3/97
966,1,8,14,33,42,44,30,8000000,9/3/97
965,6,18,23,31,40,41,38,10000000,5/3/97
964,1,5,16,21,25,37,20,8000000,2/3/97
963,4,10,24,37,38,42,25,6000000,26/02/1997
962,11,12,14,40,41,43,26,4000000,23/02/1997
961,7,8,10,13,15,29,40,10000000,19/02/1997
960,23,29,32,40,41,44,7,8000000,16/02/1997
959,6,19,21,29,37,44,36,6000000,12/2/97
958,5,15,21,34,40,42,11,4000000,9/2/97
957,1,5,15,17,41,44,20,8000000,5/2/97
956,4,12,18,22,23,31,8,6000000,2/2/97
955,5,21,22,31,32,37,11,4000000,29/01/1997
954,1,12,15,21,27,38,8,24000000,26/01/1997
953,1,3,8,13,14,21,26,20000000,26/01/1997
952,22,24,26,27,37,39,25,16000000,19/01/1997
951,1,9,15,27,34,44,25,13000000,15/01/1997
950,8,12,25,30,32,34,33,10000000,12/1/97
949,3,15,16,33,35,41,43,8000000,8/1/97
948,1,2,6,11,24,41,28,6000000,5/1/97
947,4,6,7,10,18,43,44,4000000,1/1/97
946,12,22,31,35,36,44,40,16000000,29/12/1996
945,12,15,16,21,37,43,24,10000000,25/12/1996
944,8,9,12,14,17,38,21,4000000,22/12/1996
943,1,9,17,23,24,44,34,20000000,18/12/1996
942,10,11,33,36,41,43,25,15000000,15/12/1996
941,2,11,16,17,35,36,25,8000000,11/12/96
940,1,5,8,10,13,40,17,4000000,8/12/96
939,9,10,20,24,35,40,37,4000000,4/12/96
938,2,3,14,22,29,37,41,30000000,1/12/96
937,1,3,9,34,39,44,2,20000000,27/11/1996
936,5,11,22,27,43,44,18,13000000,24/11/1996
935,8,13,20,23,30,33,5,8000000,20/11/1996
934,4,5,26,28,33,35,39,6000000,17/11/1996
933,2,12,14,18,34,39,23,4000000,13/11/1996
932,1,5,8,9,22,25,20,18000000,10/11/96
931,2,4,11,27,29,41,1,14000000,6/11/96
930,3,4,16,18,25,26,15,10000000,3/11/96
929,7,10,24,29,35,41,40,6000000,30/10/1996
928,7,11,18,26,33,38,6,4000000,27/10/1996
927,2,7,12,16,28,42,19,20000000,23/10/1996
926,3,4,25,32,34,35,11,15000000,20/10/1996
925,5,16,26,28,31,34,30,10000000,16/10/1996
924,4,9,12,15,28,30,11,6000000,13/10/1996
923,1,4,11,15,40,42,20,4000000,9/10/96
922,1,10,12,27,33,34,32,30000000,6/10/96
921,5,20,22,26,40,42,16,24000000,2/10/96
920,7,9,15,20,24,41,22,18000000,29/09/1996
919,18,24,29,32,35,42,31,13000000,25/09/1996
918,2,7,8,33,35,44,37,9000000,22/09/1996
917,4,5,19,38,39,42,12,6000000,18/09/1996
916,5,7,21,33,36,41,3,4000000,15/09/1996
915,3,7,12,14,27,32,38,4000000,11/9/96
914,6,17,26,27,33,40,44,35000000,8/9/96
913,7,18,30,36,37,43,23,26000000,4/9/96
912,1,2,12,13,15,29,5,20000000,1/9/96
911,17,18,20,31,34,43,32,16000000,28/08/1996
